Age,EducationLevel,FieldOfStudy,InstitutionType,MonthlyIncome,LearningFrequency,PreferredFormats,UsedPlatforms,StudyTime,AttentionSpan,LearningMotivation,LearningChallenges,DeviceUsed,WillingnessToUse,WillingToShareData,ValuableFeatures,MonthlyWillingnessToPay,ContentDeliveryMode,PreferredLanguages,CareAboutCertification,ConvincingFactors,GoalTrackingPreference,TryNewToolsFrequency,OnlineLearningFear,RecommendLikelihood
21,Undergraduate,Other,Online University,₹60k–100k,Daily,Video lectures,BYJU'S,Random,30–45 mins,Parental push,"Hard to understand, Poor content quality",Mobile,2,Yes,"Weekly reports, Peer comparison",327.2,Video only,Hindi,Yes,"Certifications, Better structure, Peer usage",Mentor reviews,Often,Not finishing,5
22,Other,Business,Traditional College,₹10k–30k,Often,"Flashcards, Interactive quizzes, Group discussions","Khan Academy, BYJU'S, Coursera",Morning,45–60 mins,Parental push,"Time management, Poor content quality, Hard to stay focused",Desktop,3,Yes,"Adaptive quizzes, Gamification, Peer comparison",455.29,Video only,"Regional, Mix of English + Regional",Yes,Peer usage,Progress bars,Never,Not understanding,4
16,High School,Business,Online University,₹60k–100k,Occasionally,"One-on-one mentoring, Interactive quizzes",Coursera,Morning,45–60 mins,Parental push,"Hard to understand, Hard to stay focused",Laptop,3,Yes,"Gamification, Adaptive quizzes, Peer comparison",317.27,Text + Video,"Regional, English",Yes,"Trial success, Better grades, Certifications",Progress bars,Often,Too boring,4
20,Other,Other,Other,₹10k–30k,Daily,"Group discussions, Text-based guides",BYJU'S,Late night,30–45 mins,Curiosity,"Hard to stay focused, Procrastination",Laptop,5,Yes,"Weekly reports, Peer comparison",632.56,Video only,Regional,Yes,Better structure,Achievement badges,Occasionally,Wasting time,5
19,High School,Law,Coaching Institute,₹30k–60k,Occasionally,"One-on-one mentoring, Flashcards","Coursera, Unacademy",Morning,>60 mins,Curiosity,"Hard to stay focused, Poor content quality, Procrastination",Laptop,5,No,"Personalized schedules, Gamification, Peer comparison",105.9,Mixed,"Hindi, Mix of English + Regional",No,"Better structure, Peer usage, Trial success",Mentor reviews,Always,Too boring,4
28,Undergraduate,Other,Coaching Institute,< ₹10k,Daily,Interactive quizzes,BYJU'S,Evening,30–45 mins,Parental push,"Time management, Poor content quality, Lack of support",Laptop,4,Yes,Gamification,331.52,Text + Video,English,Yes,"Better structure, Trial success",Score tracking,Always,Wasting time,3
16,Professional Course,Engineering,Traditional College,₹30k–60k,Never,"Video lectures, Group discussions","None, Udemy",Morning,45–60 mins,Peer pressure,"Lack of support, Procrastination, Hard to stay focused",Laptop,4,No,"Weekly reports, Adaptive quizzes, Mentor guidance",640.04,Interactive modules,"English, Regional, Hindi",Yes,"Better structure, Trial success",Achievement badges,Often,Wasting time,5
26,Postgraduate,Engineering,Other,₹30k–60k,Often,Text-based guides,"Udemy, Unacademy, Khan Academy",Morning,45–60 mins,Career goals,Time management,Mobile,5,Yes,"Personalized schedules, Weekly reports",400.27,Mixed,"Hindi, Regional, Mix of English + Regional",No,Better structure,Mentor reviews,Occasionally,Wasting time,3
21,Postgraduate,Arts,Self-Learning,₹10k–30k,Daily,"Video lectures, Interactive quizzes, Group discussions","Khan Academy, Coursera, None",Evening,>60 mins,Peer pressure,"Lack of support, Procrastination",Mobile,3,Yes,"Gamification, Personalized schedules, Peer comparison",462.9,Interactive modules,Hindi,Yes,"Trial success, Better grades, App reviews",Mentor reviews,Always,Not understanding,3
16,Undergraduate,Law,Online University,₹60k–100k,Rarely,"One-on-one mentoring, Video lectures, Text-based guides",Udemy,Late night,30–45 mins,Peer pressure,"Hard to stay focused, Hard to understand, Procrastination",Tablet,2,No,"Adaptive quizzes, Weekly reports, Mentor guidance",273.46,AI tutor,"Hindi, Mix of English + Regional, English",Yes,"Better structure, App reviews",Mentor reviews,Occasionally,Too boring,5
16,Undergraduate,Business,Online University,₹10k–30k,Rarely,Interactive quizzes,BYJU'S,Evening,<15 mins,Career goals,"Hard to understand, Time management",Laptop,5,Yes,Weekly reports,133.61,Text + Video,Hindi,No,"App reviews, Certifications",Mentor reviews,Occasionally,Too boring,4
19,High School,Science,Other,₹10k–30k,Daily,"Video lectures, Flashcards","BYJU'S, Khan Academy",Late night,45–60 mins,Academic success,"Poor content quality, Lack of support",Desktop,4,Yes,"Mentor guidance, Adaptive quizzes",441.92,Mixed,Mix of English + Regional,Yes,Peer usage,Mentor reviews,Always,Wasting time,3
22,Postgraduate,Arts,Traditional College,₹60k–100k,Often,"Text-based guides, Flashcards, Interactive quizzes","None, Unacademy, Khan Academy",Evening,30–45 mins,Peer pressure,Hard to stay focused,Tablet,4,Yes,"Peer comparison, Mentor guidance, Weekly reports",341.12,Video only,Hindi,No,"Better grades, Certifications",Score tracking,Often,Too boring,2
22,Undergraduate,Business,Online University,₹10k–30k,Daily,"Video lectures, One-on-one mentoring","Unacademy, None, Udemy",Evening,30–45 mins,Certification,"Time management, Hard to understand",Desktop,5,No,"Weekly reports, Mentor guidance, Gamification",243.73,Text + Video,"English, Hindi, Mix of English + Regional",Yes,"App reviews, Trial success, Better grades",Achievement badges,Often,Not finishing,3
19,High School,Medical,Online University,₹10k–30k,Often,"Flashcards, Interactive quizzes","Unacademy, Coursera",Random,>60 mins,Curiosity,Hard to stay focused,Laptop,3,Yes,"Adaptive quizzes, Gamification",269.26,Mixed,"Hindi, English, Mix of English + Regional",No,"Certifications, Peer usage, Better structure",Achievement badges,Rarely,Not understanding,4
16,High School,Engineering,Coaching Institute,₹60k–100k,Often,"Flashcards, One-on-one mentoring, Text-based guides","Unacademy, Khan Academy",Afternoon,15–30 mins,Peer pressure,"Hard to stay focused, Hard to understand, Lack of support",Tablet,4,Yes,"Personalized schedules, Adaptive quizzes",246.04,Mixed,"English, Hindi, Regional",No,"Peer usage, Certifications",Mentor reviews,Often,Not understanding,4
17,Other,Law,Coaching Institute,₹30k–60k,Often,"Video lectures, Text-based guides, Group discussions","BYJU'S, Unacademy",Evening,45–60 mins,Academic success,"Time management, Lack of support, Poor content quality",Desktop,4,Yes,Mentor guidance,485.3,Interactive modules,"English, Mix of English + Regional",Yes,"Better grades, App reviews",Achievement badges,Always,Too boring,1
27,Professional Course,Law,Self-Learning,₹10k–30k,Occasionally,"Flashcards, Text-based guides","Coursera, Unacademy",Evening,30–45 mins,Career goals,Time management,Laptop,4,Yes,Weekly reports,554.46,Video only,"English, Mix of English + Regional",Yes,Better grades,Score tracking,Often,Wasting time,5
20,High School,Science,Online University,₹60k–100k,Often,"Video lectures, Text-based guides",Unacademy,Afternoon,15–30 mins,Peer pressure,"Hard to stay focused, Procrastination, Hard to understand",Mobile,2,No,Weekly reports,375.03,Video only,Mix of English + Regional,No,"Better structure, Certifications, Better grades",Score tracking,Rarely,Wasting money,3
18,Other,Other,Traditional College,₹60k–100k,Often,"One-on-one mentoring, Flashcards","Unacademy, Udemy",Morning,15–30 mins,Academic success,Hard to understand,Tablet,4,Yes,Weekly reports,122.43,Mixed,Mix of English + Regional,Yes,"App reviews, Certifications",Mentor reviews,Often,Not finishing,5
20,Undergraduate,Other,Online University,₹30k–60k,Daily,"Flashcards, Group discussions, Video lectures","YouTube, Unacademy",Evening,45–60 mins,Certification,"Lack of support, Procrastination, Time management",Mobile,3,Yes,"Adaptive quizzes, Mentor guidance, Weekly reports",605.8,Interactive modules,"Regional, Mix of English + Regional",No,Peer usage,Achievement badges,Always,Wasting money,2
20,Professional Course,Arts,Other,> ₹100k,Daily,"Flashcards, Video lectures, Text-based guides",YouTube,Morning,<15 mins,Parental push,Procrastination,Laptop,5,Yes,Weekly reports,504.36,Video only,"English, Hindi",Yes,"Better structure, Better grades",Score tracking,Rarely,Wasting money,4
21,Other,Engineering,Traditional College,₹10k–30k,Often,"Text-based guides, Interactive quizzes","YouTube, Unacademy",Random,45–60 mins,Curiosity,"Procrastination, Hard to stay focused",Laptop,4,Yes,"Adaptive quizzes, Mentor guidance",568.49,Text + Video,"English, Hindi",Yes,App reviews,Achievement badges,Often,Not understanding,5
20,Other,Engineering,Other,< ₹10k,Daily,"One-on-one mentoring, Video lectures, Flashcards",Udemy,Afternoon,>60 mins,Certification,"Time management, Lack of support",Mobile,5,Yes,"Gamification, Mentor guidance, Personalized schedules",149.45,Text + Video,"Mix of English + Regional, Hindi",No,App reviews,Achievement badges,Occasionally,Wasting time,5
20,Professional Course,Science,Online University,₹30k–60k,Daily,"Interactive quizzes, Video lectures","None, YouTube, BYJU'S",Afternoon,15–30 mins,Academic success,"Hard to understand, Hard to stay focused",Laptop,3,Yes,"Weekly reports, Personalized schedules, Adaptive quizzes",447.41,Text + Video,"Mix of English + Regional, Regional",Yes,Better grades,Progress bars,Often,Wasting time,3
23,Undergraduate,Other,Self-Learning,₹10k–30k,Occasionally,Interactive quizzes,"BYJU'S, Khan Academy, Udemy",Afternoon,15–30 mins,Academic success,"Lack of support, Hard to understand, Poor content quality",Tablet,5,Yes,Gamification,146.65,AI tutor,"English, Mix of English + Regional",No,"Certifications, App reviews",Achievement badges,Always,Too boring,3
18,Postgraduate,Business,Coaching Institute,₹10k–30k,Often,Group discussions,"Khan Academy, None, YouTube",Afternoon,45–60 mins,Peer pressure,"Poor content quality, Hard to stay focused",Laptop,3,No,Peer comparison,293.84,AI tutor,"Hindi, Mix of English + Regional",Yes,"Certifications, Trial success",Progress bars,Always,Too boring,4
20,Postgraduate,Medical,Self-Learning,₹30k–60k,Occasionally,"Interactive quizzes, One-on-one mentoring","Coursera, BYJU'S, None",Morning,45–60 mins,Career goals,"Poor content quality, Procrastination",Mobile,4,Yes,"Mentor guidance, Gamification, Adaptive quizzes",106.59,Interactive modules,English,No,"Trial success, Better grades, Peer usage",Mentor reviews,Occasionally,Not finishing,2
16,Postgraduate,Other,Other,₹30k–60k,Often,"Flashcards, One-on-one mentoring, Interactive quizzes","YouTube, Unacademy",Evening,<15 mins,Parental push,"Time management, Lack of support, Hard to understand",Tablet,3,Yes,Personalized schedules,364.82,Interactive modules,"Regional, English",Yes,Peer usage,Score tracking,Rarely,Not finishing,4
25,Other,Other,Other,₹10k–30k,Daily,"One-on-one mentoring, Video lectures, Flashcards","Unacademy, Coursera, Khan Academy",Random,>60 mins,Parental push,"Poor content quality, Hard to stay focused, Hard to understand",Laptop,3,Yes,"Personalized schedules, Adaptive quizzes",357.02,Interactive modules,"Regional, Mix of English + Regional, English",Yes,"Trial success, Better grades",Score tracking,Occasionally,Wasting time,4
16,Professional Course,Engineering,Coaching Institute,₹10k–30k,Often,"Interactive quizzes, One-on-one mentoring, Text-based guides","None, Coursera, Khan Academy",Evening,45–60 mins,Curiosity,"Hard to understand, Time management, Poor content quality",Desktop,4,Yes,"Mentor guidance, Adaptive quizzes",373.62,Mixed,"English, Regional",No,"Better grades, App reviews",Score tracking,Often,Wasting time,3
24,High School,Medical,Coaching Institute,₹60k–100k,Daily,"Video lectures, Flashcards",Coursera,Morning,30–45 mins,Curiosity,"Poor content quality, Time management",Desktop,3,Yes,"Weekly reports, Gamification",463.41,Text + Video,"Regional, English, Mix of English + Regional",Yes,Trial success,Mentor reviews,Often,Too boring,5
24,High School,Science,Traditional College,₹10k–30k,Daily,"Interactive quizzes, Text-based guides, Video lectures","Khan Academy, Unacademy, BYJU'S",Random,45–60 mins,Career goals,"Lack of support, Hard to understand",Tablet,4,Yes,"Peer comparison, Weekly reports, Gamification",0.0,Text + Video,"English, Hindi",No,"App reviews, Better structure",Progress bars,Always,Not finishing,3
23,Other,Other,Other,< ₹10k,Often,"Text-based guides, Flashcards","YouTube, Udemy, BYJU'S",Afternoon,<15 mins,Academic success,"Time management, Hard to understand, Hard to stay focused",Laptop,3,No,"Personalized schedules, Peer comparison",555.56,Interactive modules,Mix of English + Regional,Yes,"App reviews, Trial success, Better grades",Score tracking,Often,Wasting money,5
25,Undergraduate,Medical,Other,< ₹10k,Often,"Group discussions, Interactive quizzes, One-on-one mentoring","None, Khan Academy",Late night,<15 mins,Curiosity,"Poor content quality, Hard to understand",Tablet,5,No,Adaptive quizzes,157.76,Mixed,"Hindi, Regional, Mix of English + Regional",No,"Certifications, Better structure, Trial success",Score tracking,Often,Wasting time,5
17,Postgraduate,Engineering,Self-Learning,> ₹100k,Never,"Group discussions, Flashcards",YouTube,Late night,<15 mins,Academic success,"Time management, Hard to understand, Procrastination",Desktop,4,Yes,Gamification,137.75,Mixed,Hindi,Yes,Peer usage,Score tracking,Always,Wasting money,5
23,Undergraduate,Medical,Online University,< ₹10k,Daily,"Text-based guides, One-on-one mentoring","YouTube, BYJU'S, None",Afternoon,30–45 mins,Parental push,"Time management, Hard to understand",Desktop,5,Yes,"Weekly reports, Mentor guidance, Peer comparison",535.35,Text + Video,"English, Regional, Hindi",Yes,"Peer usage, Better structure, Certifications",Mentor reviews,Occasionally,Wasting time,2
21,Postgraduate,Other,Self-Learning,< ₹10k,Occasionally,Flashcards,"None, YouTube",Late night,>60 mins,Academic success,"Hard to understand, Time management",Laptop,3,Yes,Gamification,238.6,Video only,"English, Regional",Yes,"Certifications, Better grades",Mentor reviews,Often,Wasting money,2
23,Undergraduate,Law,Other,> ₹100k,Occasionally,"Video lectures, Flashcards, Group discussions","YouTube, Udemy",Morning,15–30 mins,Career goals,"Procrastination, Lack of support, Time management",Tablet,5,Yes,Peer comparison,446.57,Video only,"English, Regional, Hindi",Yes,App reviews,Achievement badges,Often,Too boring,4
22,Other,Business,Online University,₹30k–60k,Often,"Text-based guides, One-on-one mentoring, Flashcards","Coursera, Khan Academy, None",Afternoon,30–45 mins,Parental push,"Lack of support, Hard to understand, Time management",Mobile,2,Yes,Gamification,141.97,Text + Video,"Hindi, English",Yes,"Better structure, Better grades",Achievement badges,Often,Too boring,4
17,High School,Business,Other,₹30k–60k,Daily,"Text-based guides, Interactive quizzes",Coursera,Morning,30–45 mins,Peer pressure,Lack of support,Mobile,2,Yes,"Gamification, Adaptive quizzes",360.98,Mixed,"Mix of English + Regional, English, Regional",Yes,"Peer usage, Trial success",Score tracking,Occasionally,Too boring,4
16,High School,Engineering,Traditional College,₹60k–100k,Rarely,"Interactive quizzes, Text-based guides, Group discussions","Unacademy, Coursera",Late night,>60 mins,Curiosity,Poor content quality,Desktop,4,No,Mentor guidance,715.65,Video only,"Mix of English + Regional, Regional, Hindi",No,"Trial success, Certifications",Progress bars,Often,Wasting time,3
17,Undergraduate,Other,Other,< ₹10k,Daily,"One-on-one mentoring, Group discussions",Unacademy,Late night,45–60 mins,Career goals,"Poor content quality, Lack of support, Procrastination",Tablet,4,Yes,"Gamification, Personalized schedules",377.91,Text + Video,"Mix of English + Regional, Regional",No,App reviews,Mentor reviews,Always,Wasting money,3
25,Professional Course,Law,Online University,₹10k–30k,Never,"One-on-one mentoring, Group discussions","Unacademy, YouTube, None",Morning,15–30 mins,Peer pressure,Procrastination,Laptop,5,Yes,Weekly reports,305.54,Text + Video,"English, Regional, Mix of English + Regional",Yes,"Certifications, App reviews",Achievement badges,Often,Wasting money,3
24,Other,Business,Coaching Institute,₹30k–60k,Occasionally,Text-based guides,"Udemy, Khan Academy",Random,45–60 mins,Curiosity,Hard to stay focused,Desktop,4,Yes,"Mentor guidance, Personalized schedules, Gamification",245.57,Text + Video,"Mix of English + Regional, English, Hindi",Yes,"App reviews, Certifications",Progress bars,Occasionally,Too boring,4
20,Postgraduate,Law,Self-Learning,₹30k–60k,Often,"Flashcards, Interactive quizzes","Khan Academy, BYJU'S, Coursera",Afternoon,<15 mins,Career goals,Time management,Tablet,4,Yes,"Weekly reports, Personalized schedules, Adaptive quizzes",313.61,Text + Video,"Regional, Mix of English + Regional",Yes,"App reviews, Better grades",Achievement badges,Often,Wasting money,5
17,Professional Course,Science,Self-Learning,₹60k–100k,Often,"One-on-one mentoring, Interactive quizzes, Flashcards","YouTube, Unacademy, Khan Academy",Evening,<15 mins,Curiosity,Poor content quality,Laptop,4,Yes,"Adaptive quizzes, Mentor guidance, Weekly reports",178.53,Mixed,"Regional, Mix of English + Regional",No,Trial success,Score tracking,Occasionally,Not finishing,5
17,Professional Course,Business,Online University,₹60k–100k,Often,Group discussions,"Udemy, BYJU'S",Afternoon,30–45 mins,Career goals,Hard to stay focused,Tablet,4,Yes,"Mentor guidance, Peer comparison",301.29,Interactive modules,"Mix of English + Regional, Hindi, English",Yes,"Better structure, Better grades",Progress bars,Occasionally,Wasting time,3
20,Other,Other,Self-Learning,< ₹10k,Often,"Group discussions, Interactive quizzes, One-on-one mentoring","None, YouTube",Evening,<15 mins,Peer pressure,"Time management, Lack of support, Hard to understand",Laptop,5,Yes,Gamification,370.59,Mixed,"English, Regional",Yes,App reviews,Progress bars,Always,Not understanding,3
19,Professional Course,Science,Self-Learning,₹10k–30k,Often,Interactive quizzes,Udemy,Evening,<15 mins,Academic success,Hard to stay focused,Laptop,4,Yes,"Mentor guidance, Personalized schedules, Adaptive quizzes",477.45,Interactive modules,"Mix of English + Regional, Hindi",Yes,"Better structure, Trial success, Better grades",Progress bars,Often,Wasting time,5
17,High School,Arts,Traditional College,₹10k–30k,Occasionally,"Text-based guides, Interactive quizzes, Video lectures","Unacademy, Coursera",Evening,30–45 mins,Parental push,"Lack of support, Procrastination",Mobile,1,Yes,"Peer comparison, Mentor guidance",724.73,Interactive modules,"English, Mix of English + Regional, Hindi",Yes,"Peer usage, Better grades, Better structure",Progress bars,Always,Not finishing,2
26,Postgraduate,Law,Online University,₹10k–30k,Daily,"One-on-one mentoring, Text-based guides","Unacademy, Udemy, None",Evening,30–45 mins,Career goals,"Poor content quality, Hard to understand, Time management",Tablet,4,Yes,Peer comparison,501.15,Text + Video,"Regional, English",No,"Better grades, Trial success, Better structure",Score tracking,Rarely,Wasting time,4
17,High School,Science,Traditional College,> ₹100k,Occasionally,"Interactive quizzes, Video lectures, Text-based guides",Udemy,Random,45–60 mins,Peer pressure,"Lack of support, Hard to understand, Poor content quality",Desktop,5,Yes,Peer comparison,149.45,AI tutor,Regional,Yes,"Trial success, Better grades, Certifications",Mentor reviews,Occasionally,Wasting money,5
24,Postgraduate,Other,Self-Learning,₹10k–30k,Daily,Flashcards,YouTube,Afternoon,>60 mins,Career goals,Procrastination,Tablet,2,No,"Peer comparison, Adaptive quizzes, Gamification",338.09,Video only,"English, Regional",No,"Trial success, Certifications",Score tracking,Occasionally,Not finishing,5
21,Other,Law,Self-Learning,₹10k–30k,Occasionally,"Text-based guides, Group discussions, Flashcards",Khan Academy,Evening,30–45 mins,Academic success,"Lack of support, Hard to stay focused",Mobile,3,No,"Mentor guidance, Adaptive quizzes",59.33,Text + Video,"Mix of English + Regional, Regional",Yes,"Better structure, App reviews",Score tracking,Often,Not finishing,2
22,Professional Course,Other,Coaching Institute,< ₹10k,Occasionally,"Group discussions, Text-based guides","Khan Academy, Unacademy",Afternoon,<15 mins,Certification,"Lack of support, Hard to stay focused, Hard to understand",Desktop,5,Yes,Adaptive quizzes,423.25,Mixed,"English, Hindi",Yes,"Certifications, Better structure, Better grades",Achievement badges,Often,Not finishing,4
20,Undergraduate,Other,Other,₹30k–60k,Rarely,Video lectures,"Unacademy, Khan Academy",Afternoon,<15 mins,Peer pressure,Hard to understand,Mobile,4,Yes,"Mentor guidance, Peer comparison",198.36,Interactive modules,Hindi,Yes,Better grades,Mentor reviews,Never,Wasting money,1
24,Other,Business,Other,₹30k–60k,Daily,Interactive quizzes,"Khan Academy, None, BYJU'S",Morning,>60 mins,Certification,"Procrastination, Hard to stay focused",Tablet,3,Yes,"Adaptive quizzes, Peer comparison, Mentor guidance",279.77,Mixed,"Hindi, English",No,"Better grades, Better structure",Mentor reviews,Occasionally,Not finishing,5
21,Undergraduate,Other,Self-Learning,> ₹100k,Daily,"One-on-one mentoring, Text-based guides, Interactive quizzes","YouTube, Unacademy, BYJU'S",Morning,45–60 mins,Academic success,"Poor content quality, Hard to stay focused",Desktop,5,Yes,Weekly reports,355.29,Mixed,"Regional, Hindi",Yes,App reviews,Mentor reviews,Often,Not finishing,2
19,Undergraduate,Arts,Self-Learning,₹60k–100k,Daily,"One-on-one mentoring, Interactive quizzes","Khan Academy, YouTube, None",Morning,30–45 mins,Career goals,"Lack of support, Hard to understand",Desktop,4,No,"Personalized schedules, Gamification",469.59,Text + Video,Mix of English + Regional,Yes,"Better structure, Better grades",Mentor reviews,Often,Not understanding,4
19,Other,Business,Coaching Institute,₹30k–60k,Occasionally,"Interactive quizzes, Video lectures","Udemy, None, Khan Academy",Morning,<15 mins,Curiosity,"Hard to stay focused, Procrastination",Tablet,4,Yes,"Gamification, Mentor guidance",502.81,Video only,"Hindi, English",No,"Peer usage, Certifications, App reviews",Progress bars,Always,Wasting time,4
16,Postgraduate,Arts,Self-Learning,₹30k–60k,Often,Video lectures,Udemy,Evening,45–60 mins,Parental push,"Poor content quality, Hard to understand",Desktop,5,Yes,"Peer comparison, Gamification, Personalized schedules",203.83,AI tutor,"Mix of English + Regional, Regional, Hindi",Yes,App reviews,Achievement badges,Rarely,Not understanding,4
24,Professional Course,Engineering,Self-Learning,₹30k–60k,Often,"Group discussions, Flashcards, Video lectures",Coursera,Random,30–45 mins,Career goals,"Hard to stay focused, Poor content quality, Lack of support",Mobile,4,No,"Weekly reports, Personalized schedules",417.72,Video only,"Hindi, Regional",Yes,App reviews,Progress bars,Often,Too boring,4
17,Professional Course,Arts,Other,< ₹10k,Often,"Flashcards, Text-based guides, Group discussions","Khan Academy, BYJU'S, Udemy",Random,15–30 mins,Certification,"Procrastination, Hard to understand, Time management",Tablet,1,No,"Peer comparison, Mentor guidance",421.24,Text + Video,"Regional, Mix of English + Regional, Hindi",Yes,"Trial success, Better grades, Better structure",Score tracking,Often,Not finishing,4
17,Other,Arts,Traditional College,₹10k–30k,Often,"One-on-one mentoring, Interactive quizzes, Group discussions","Unacademy, Udemy",Afternoon,30–45 mins,Certification,Hard to stay focused,Tablet,5,Yes,"Adaptive quizzes, Gamification",177.44,Interactive modules,"Regional, English",No,"Better structure, App reviews, Peer usage",Mentor reviews,Often,Not understanding,3
21,Other,Other,Traditional College,< ₹10k,Daily,"One-on-one mentoring, Video lectures, Text-based guides",Unacademy,Afternoon,30–45 mins,Parental push,"Hard to understand, Poor content quality",Mobile,3,No,"Personalized schedules, Peer comparison",271.27,Interactive modules,Regional,Yes,Peer usage,Achievement badges,Always,Not finishing,1
23,Postgraduate,Business,Other,> ₹100k,Daily,"Video lectures, Group discussions","None, BYJU'S",Late night,>60 mins,Career goals,"Hard to stay focused, Lack of support",Laptop,4,Yes,"Mentor guidance, Personalized schedules",787.44,Interactive modules,"English, Regional, Mix of English + Regional",No,"Trial success, Peer usage, Better grades",Progress bars,Never,Wasting time,2
18,Professional Course,Medical,Traditional College,< ₹10k,Often,"Video lectures, Group discussions, Flashcards","Unacademy, Udemy, Coursera",Random,<15 mins,Academic success,"Hard to understand, Hard to stay focused, Poor content quality",Tablet,4,Yes,"Mentor guidance, Adaptive quizzes",263.15,Video only,"Regional, English, Mix of English + Regional",No,"Peer usage, App reviews, Certifications",Mentor reviews,Rarely,Wasting time,4
23,High School,Medical,Traditional College,₹10k–30k,Daily,"One-on-one mentoring, Flashcards, Video lectures","BYJU'S, Khan Academy",Late night,<15 mins,Curiosity,Lack of support,Tablet,5,No,"Personalized schedules, Mentor guidance",279.91,Mixed,Regional,No,"Better grades, App reviews",Progress bars,Occasionally,Not understanding,3
16,Other,Science,Other,₹30k–60k,Often,Group discussions,"None, Khan Academy, BYJU'S",Random,45–60 mins,Parental push,"Poor content quality, Time management",Tablet,2,Yes,"Weekly reports, Peer comparison, Adaptive quizzes",341.47,Text + Video,Hindi,Yes,App reviews,Progress bars,Often,Too boring,4
22,Undergraduate,Science,Other,₹30k–60k,Daily,Video lectures,BYJU'S,Evening,45–60 mins,Career goals,"Procrastination, Time management, Hard to stay focused",Laptop,5,No,Weekly reports,314.67,Video only,"Hindi, Regional",Yes,Better grades,Score tracking,Often,Wasting time,4
22,Undergraduate,Engineering,Traditional College,₹10k–30k,Often,"Text-based guides, Flashcards","Udemy, None",Morning,<15 mins,Certification,"Procrastination, Time management",Mobile,3,No,"Personalized schedules, Gamification",440.58,AI tutor,Mix of English + Regional,Yes,"Better structure, Better grades, Certifications",Mentor reviews,Occasionally,Wasting time,2
20,Postgraduate,Other,Traditional College,> ₹100k,Daily,Flashcards,"YouTube, Udemy",Evening,15–30 mins,Career goals,Hard to understand,Mobile,2,Yes,"Personalized schedules, Mentor guidance, Adaptive quizzes",122.67,Interactive modules,"English, Mix of English + Regional, Regional",No,Certifications,Achievement badges,Always,Not finishing,4
19,High School,Science,Traditional College,₹60k–100k,Often,"Group discussions, Interactive quizzes, One-on-one mentoring","Udemy, None",Late night,45–60 mins,Peer pressure,Lack of support,Desktop,5,Yes,"Gamification, Weekly reports",318.21,AI tutor,"English, Hindi, Mix of English + Regional",Yes,Certifications,Score tracking,Often,Too boring,4
18,Postgraduate,Law,Traditional College,₹30k–60k,Occasionally,"Flashcards, Video lectures","Khan Academy, None",Morning,30–45 mins,Parental push,Hard to understand,Mobile,3,Yes,"Weekly reports, Adaptive quizzes, Personalized schedules",412.79,Mixed,"Mix of English + Regional, Hindi, English",Yes,"Better structure, App reviews",Score tracking,Occasionally,Wasting money,3
23,Other,Business,Traditional College,₹10k–30k,Daily,Text-based guides,Udemy,Random,>60 mins,Academic success,"Procrastination, Time management, Lack of support",Mobile,5,Yes,Mentor guidance,226.81,Text + Video,"English, Mix of English + Regional",Yes,"Better grades, App reviews, Peer usage",Mentor reviews,Always,Too boring,5
24,Professional Course,Other,Self-Learning,₹60k–100k,Daily,"Flashcards, Text-based guides, One-on-one mentoring",Udemy,Late night,45–60 mins,Parental push,"Time management, Poor content quality, Hard to stay focused",Tablet,2,Yes,Adaptive quizzes,520.22,Interactive modules,Mix of English + Regional,Yes,App reviews,Score tracking,Often,Wasting money,4
19,Other,Business,Traditional College,₹60k–100k,Rarely,"One-on-one mentoring, Interactive quizzes","BYJU'S, Khan Academy",Afternoon,30–45 mins,Academic success,Procrastination,Laptop,5,Yes,"Personalized schedules, Gamification",421.2,Interactive modules,Hindi,Yes,"Trial success, Peer usage",Score tracking,Always,Wasting money,5
19,Professional Course,Science,Other,₹10k–30k,Rarely,"Group discussions, One-on-one mentoring",Udemy,Afternoon,15–30 mins,Peer pressure,Procrastination,Laptop,4,Yes,"Adaptive quizzes, Personalized schedules",185.17,Mixed,"English, Mix of English + Regional",Yes,"Certifications, Better structure",Progress bars,Often,Wasting time,4
24,Other,Business,Traditional College,> ₹100k,Often,"Flashcards, Text-based guides, Video lectures","YouTube, None",Morning,30–45 mins,Academic success,"Time management, Hard to stay focused",Desktop,3,Yes,"Peer comparison, Weekly reports, Personalized schedules",439.09,Video only,"Mix of English + Regional, Regional",Yes,"Better grades, Better structure, Peer usage",Progress bars,Always,Too boring,4
28,Undergraduate,Law,Other,₹30k–60k,Occasionally,"Text-based guides, One-on-one mentoring, Group discussions","Coursera, Unacademy, None",Random,15–30 mins,Certification,"Hard to understand, Hard to stay focused, Procrastination",Laptop,4,Yes,Adaptive quizzes,577.56,Mixed,"Hindi, Regional",No,"App reviews, Better structure, Certifications",Score tracking,Rarely,Too boring,5
16,High School,Arts,Coaching Institute,₹10k–30k,Daily,"Group discussions, One-on-one mentoring, Interactive quizzes",Khan Academy,Random,15–30 mins,Career goals,"Hard to stay focused, Time management",Mobile,1,Yes,"Mentor guidance, Personalized schedules, Gamification",600.72,Text + Video,"English, Mix of English + Regional, Regional",Yes,Better grades,Mentor reviews,Often,Too boring,5
